date,value,type
10:19:45 28/04/2024,91.09,Humid1
10:19:45 28/04/2024,45.03,Humid2
10:19:45 28/04/2024,995.99,Press1
10:19:45 28/04/2024,995.22,Press2
10:19:55 28/04/2024,18.08,Temp1
10:19:55 28/04/2024,18.89,Temp2
10:19:55 28/04/2024,91.1,Humid1
10:19:55 28/04/2024,44.3,Humid2
10:19:55 28/04/2024,995.84,Press1
10:19:55 28/04/2024,995.21,Press2
10:20:05 28/04/2024,18.1,Temp1
10:20:05 28/04/2024,18.9,Temp2
10:20:05 28/04/2024,91.11,Humid1
10:20:05 28/04/2024,44.48,Humid2
10:20:05 28/04/2024,996.0,Press1
10:20:05 28/04/2024,995.25,Press2
10:20:15 28/04/2024,18.1,Temp1
10:20:15 28/04/2024,18.9,Temp2
10:20:15 28/04/2024,91.12,Humid1
10:20:15 28/04/2024,44.91,Humid2
10:20:15 28/04/2024,995.95,Press1
10:20:15 28/04/2024,995.27,Press2
10:20:25 28/04/2024,18.09,Temp1
10:20:25 28/04/2024,18.9,Temp2
10:20:25 28/04/2024,91.12,Humid1
10:20:25 28/04/2024,44.97,Humid2
10:20:25 28/04/2024,996.02,Press1
10:20:25 28/04/2024,995.25,Press2
10:20:35 28/04/2024,18.09,Temp1
10:20:35 28/04/2024,18.92,Temp2
10:20:35 28/04/2024,91.12,Humid1
10:20:35 28/04/2024,44.95,Humid2
10:20:35 28/04/2024,995.99,Press1
10:20:35 28/04/2024,995.3,Press2
10:20:45 28/04/2024,18.09,Temp1
10:20:45 28/04/2024,18.91,Temp2
10:20:45 28/04/2024,91.13,Humid1
10:20:45 28/04/2024,44.57,Humid2
10:20:45 28/04/2024,995.99,Press1
10:20:45 28/04/2024,995.21,Press2
10:20:55 28/04/2024,18.09,Temp1
10:20:55 28/04/2024,18.91,Temp2
10:20:55 28/04/2024,91.13,Humid1
10:20:55 28/04/2024,44.41,Humid2
10:20:55 28/04/2024,995.99,Press1
10:20:55 28/04/2024,995.31,Press2
10:21:05 28/04/2024,18.09,Temp1
10:21:05 28/04/2024,18.91,Temp2
10:21:05 28/04/2024,91.15,Humid1
10:21:05 28/04/2024,44.68,Humid2
10:21:05 28/04/2024,995.99,Press1
10:21:05 28/04/2024,995.24,Press2
10:21:15 28/04/2024,18.09,Temp1
10:21:15 28/04/2024,18.93,Temp2
10:21:15 28/04/2024,91.13,Humid1
10:21:15 28/04/2024,45.03,Humid2
10:21:15 28/04/2024,995.97,Press1
10:21:15 28/04/2024,995.22,Press2
10:21:25 28/04/2024,18.09,Temp1
10:21:25 28/04/2024,18.92,Temp2
10:21:25 28/04/2024,91.13,Humid1
10:21:25 28/04/2024,44.86,Humid2
10:21:25 28/04/2024,995.96,Press1
10:21:25 28/04/2024,995.23,Press2
10:21:35 28/04/2024,18.09,Temp1
10:21:35 28/04/2024,18.93,Temp2
10:21:35 28/04/2024,91.13,Humid1
10:21:35 28/04/2024,44.85,Humid2
10:21:35 28/04/2024,995.96,Press1
10:21:35 28/04/2024,995.24,Press2
10:21:45 28/04/2024,18.09,Temp1
10:21:45 28/04/2024,18.86,Temp2
10:21:45 28/04/2024,91.15,Humid1
10:21:45 28/04/2024,43.02,Humid2
10:21:45 28/04/2024,995.97,Press1
10:21:45 28/04/2024,995.26,Press2
10:21:55 28/04/2024,18.09,Temp1
10:21:55 28/04/2024,18.72,Temp2
10:21:55 28/04/2024,91.13,Humid1
10:21:55 28/04/2024,42.89,Humid2
10:21:55 28/04/2024,995.94,Press1
10:21:55 28/04/2024,995.29,Press2
10:22:05 28/04/2024,18.1,Temp1
10:22:05 28/04/2024,18.67,Temp2
10:22:05 28/04/2024,91.09,Humid1
10:22:05 28/04/2024,42.89,Humid2
10:22:05 28/04/2024,995.98,Press1
10:22:05 28/04/2024,995.3,Press2
10:22:15 28/04/2024,18.1,Temp1
10:22:15 28/04/2024,18.62,Temp2
10:22:15 28/04/2024,91.04,Humid1
10:22:15 28/04/2024,42.9,Humid2
10:22:15 28/04/2024,996.01,Press1
10:22:15 28/04/2024,995.4,Press2
10:22:25 28/04/2024,18.13,Temp1
10:22:25 28/04/2024,18.6,Temp2
10:22:25 28/04/2024,90.98,Humid1
10:22:25 28/04/2024,43.03,Humid2
10:22:25 28/04/2024,996.03,Press1
10:22:25 28/04/2024,995.39,Press2
10:22:35 28/04/2024,18.13,Temp1
10:22:35 28/04/2024,18.61,Temp2
10:22:35 28/04/2024,90.75,Humid1
10:22:35 28/04/2024,42.95,Humid2
10:22:35 28/04/2024,996.08,Press1
10:22:35 28/04/2024,995.41,Press2
10:22:45 28/04/2024,18.13,Temp1
10:22:45 28/04/2024,18.62,Temp2
10:22:45 28/04/2024,90.65,Humid1
10:22:45 28/04/2024,43.08,Humid2
10:22:45 28/04/2024,996.02,Press1
10:22:45 28/04/2024,995.33,Press2
10:22:55 28/04/2024,18.14,Temp1
10:22:55 28/04/2024,18.64,Temp2
10:22:55 28/04/2024,90.56,Humid1
10:22:55 28/04/2024,43.16,Humid2
10:22:55 28/04/2024,996.08,Press1
10:22:55 28/04/2024,995.35,Press2
10:23:05 28/04/2024,18.16,Temp1
10:23:05 28/04/2024,18.66,Temp2
10:23:05 28/04/2024,90.36,Humid1
10:23:05 28/04/2024,42.9,Humid2
10:23:05 28/04/2024,996.07,Press1
10:23:05 28/04/2024,995.38,Press2
10:23:15 28/04/2024,18.17,Temp1
10:23:15 28/04/2024,18.68,Temp2
10:23:15 28/04/2024,90.29,Humid1
10:23:15 28/04/2024,43.01,Humid2
10:23:15 28/04/2024,996.12,Press1
10:23:15 28/04/2024,995.42,Press2
10:23:25 28/04/2024,18.19,Temp1
10:23:25 28/04/2024,18.66,Temp2
10:23:25 28/04/2024,90.19,Humid1
10:23:25 28/04/2024,42.84,Humid2
10:23:25 28/04/2024,996.16,Press1
10:23:25 28/04/2024,995.44,Press2
10:23:35 28/04/2024,18.19,Temp1
10:23:35 28/04/2024,18.67,Temp2
10:23:35 28/04/2024,90.09,Humid1
10:23:35 28/04/2024,42.86,Humid2
10:23:35 28/04/2024,996.01,Press1
10:23:35 28/04/2024,995.43,Press2
10:23:45 28/04/2024,18.2,Temp1
10:23:45 28/04/2024,18.74,Temp2
10:23:45 28/04/2024,89.95,Humid1
10:23:45 28/04/2024,44.67,Humid2
10:23:45 28/04/2024,996.11,Press1
10:23:45 28/04/2024,995.45,Press2
10:23:55 28/04/2024,18.21,Temp1
10:23:55 28/04/2024,18.8,Temp2
10:23:55 28/04/2024,89.9,Humid1
10:23:55 28/04/2024,44.59,Humid2
10:23:55 28/04/2024,996.08,Press1
10:23:55 28/04/2024,995.45,Press2
10:24:05 28/04/2024,18.22,Temp1
10:24:05 28/04/2024,18.83,Temp2
10:24:05 28/04/2024,89.75,Humid1
10:24:05 28/04/2024,44.59,Humid2
10:24:05 28/04/2024,996.13,Press1
10:24:05 28/04/2024,995.46,Press2
10:24:15 28/04/2024,18.21,Temp1
10:24:15 28/04/2024,18.86,Temp2
10:24:15 28/04/2024,89.56,Humid1
10:24:15 28/04/2024,44.52,Humid2
10:24:15 28/04/2024,996.14,Press1
10:24:15 28/04/2024,995.47,Press2
10:24:25 28/04/2024,18.21,Temp1
10:24:25 28/04/2024,18.88,Temp2
10:24:25 28/04/2024,89.43,Humid1
10:24:25 28/04/2024,44.41,Humid2
10:24:25 28/04/2024,996.17,Press1
10:24:25 28/04/2024,995.43,Press2
10:24:35 28/04/2024,18.21,Temp1
10:24:35 28/04/2024,18.91,Temp2
10:24:35 28/04/2024,89.35,Humid1
10:24:35 28/04/2024,44.54,Humid2
10:24:35 28/04/2024,996.16,Press1
10:24:35 28/04/2024,995.45,Press2
10:24:45 28/04/2024,18.22,Temp1
10:24:45 28/04/2024,18.91,Temp2
10:24:45 28/04/2024,89.35,Humid1
10:24:45 28/04/2024,44.33,Humid2
10:24:45 28/04/2024,996.1,Press1
10:24:45 28/04/2024,995.37,Press2
10:24:55 28/04/2024,18.21,Temp1
10:24:55 28/04/2024,18.92,Temp2
10:24:55 28/04/2024,89.35,Humid1
10:24:55 28/04/2024,44.71,Humid2
10:24:55 28/04/2024,996.14,Press1
10:24:55 28/04/2024,995.39,Press2
10:25:05 28/04/2024,18.23,Temp1
10:25:05 28/04/2024,18.92,Temp2
10:25:05 28/04/2024,89.37,Humid1
10:25:05 28/04/2024,44.47,Humid2
10:25:05 28/04/2024,996.17,Press1
10:25:05 28/04/2024,995.39,Press2
10:25:15 28/04/2024,18.22,Temp1
10:25:15 28/04/2024,18.93,Temp2
10:25:15 28/04/2024,89.41,Humid1
10:25:15 28/04/2024,44.25,Humid2
10:25:15 28/04/2024,996.13,Press1
10:25:15 28/04/2024,995.46,Press2
10:25:25 28/04/2024,18.23,Temp1
10:25:25 28/04/2024,18.95,Temp2
10:25:25 28/04/2024,89.44,Humid1
10:25:25 28/04/2024,44.67,Humid2
10:25:25 28/04/2024,996.25,Press1
10:25:25 28/04/2024,995.46,Press2
10:25:35 28/04/2024,18.23,Temp1
10:25:35 28/04/2024,18.96,Temp2
10:25:35 28/04/2024,89.46,Humid1
10:25:35 28/04/2024,44.54,Humid2
10:25:35 28/04/2024,996.17,Press1
10:25:35 28/04/2024,995.5,Press2
10:25:45 28/04/2024,18.23,Temp1
10:25:45 28/04/2024,18.96,Temp2
10:25:45 28/04/2024,89.5,Humid1
10:25:45 28/04/2024,44.75,Humid2
10:25:45 28/04/2024,996.22,Press1
10:25:45 28/04/2024,995.49,Press2
10:25:55 28/04/2024,18.22,Temp1
10:25:55 28/04/2024,18.98,Temp2
10:25:55 28/04/2024,89.54,Humid1
10:25:55 28/04/2024,44.57,Humid2
10:25:55 28/04/2024,996.15,Press1
10:25:55 28/04/2024,995.46,Press2
10:26:05 28/04/2024,18.23,Temp1
10:26:05 28/04/2024,18.97,Temp2
10:26:05 28/04/2024,89.58,Humid1
10:26:05 28/04/2024,44.23,Humid2
10:26:05 28/04/2024,996.22,Press1
10:26:05 28/04/2024,995.42,Press2
10:26:15 28/04/2024,18.22,Temp1
10:26:15 28/04/2024,18.98,Temp2
10:26:15 28/04/2024,89.62,Humid1
10:26:15 28/04/2024,44.36,Humid2
10:26:15 28/04/2024,996.17,Press1
10:26:15 28/04/2024,995.49,Press2
10:26:25 28/04/2024,18.21,Temp1
10:26:25 28/04/2024,19.0,Temp2
10:26:25 28/04/2024,89.66,Humid1
10:26:25 28/04/2024,44.3,Humid2
10:26:25 28/04/2024,996.19,Press1
10:26:25 28/04/2024,995.53,Press2
10:26:35 28/04/2024,18.22,Temp1
10:26:35 28/04/2024,19.0,Temp2
10:26:35 28/04/2024,89.73,Humid1
10:26:35 28/04/2024,44.13,Humid2
10:26:35 28/04/2024,996.2,Press1
10:26:35 28/04/2024,995.49,Press2
10:26:45 28/04/2024,18.22,Temp1
10:26:45 28/04/2024,19.0,Temp2
10:26:45 28/04/2024,89.75,Humid1
10:26:45 28/04/2024,44.25,Humid2
10:26:45 28/04/2024,996.15,Press1
10:26:45 28/04/2024,995.47,Press2
10:26:55 28/04/2024,18.21,Temp1
10:26:55 28/04/2024,18.99,Temp2
10:26:55 28/04/2024,89.81,Humid1
10:26:55 28/04/2024,44.47,Humid2
10:26:55 28/04/2024,996.19,Press1
10:26:55 28/04/2024,995.49,Press2
10:27:05 28/04/2024,18.22,Temp1
10:27:05 28/04/2024,18.98,Temp2
10:27:05 28/04/2024,89.85,Humid1
10:27:05 28/04/2024,43.83,Humid2
10:27:05 28/04/2024,996.18,Press1
10:27:05 28/04/2024,995.49,Press2
10:27:15 28/04/2024,18.22,Temp1
10:27:15 28/04/2024,18.99,Temp2
10:27:15 28/04/2024,89.91,Humid1
10:27:15 28/04/2024,44.28,Humid2
10:27:15 28/04/2024,996.23,Press1
10:27:15 28/04/2024,995.45,Press2
10:27:25 28/04/2024,18.21,Temp1
10:27:25 28/04/2024,18.97,Temp2
10:27:25 28/04/2024,89.93,Humid1
10:27:25 28/04/2024,44.19,Humid2
10:27:25 28/04/2024,996.27,Press1
10:27:25 28/04/2024,995.47,Press2
10:27:35 28/04/2024,18.21,Temp1
10:27:35 28/04/2024,18.97,Temp2
10:27:35 28/04/2024,89.99,Humid1
10:27:35 28/04/2024,44.3,Humid2
10:27:35 28/04/2024,996.22,Press1
10:27:35 28/04/2024,995.47,Press2
10:27:45 28/04/2024,18.2,Temp1
10:27:45 28/04/2024,18.98,Temp2
10:27:45 28/04/2024,90.01,Humid1
10:27:45 28/04/2024,44.09,Humid2
10:27:45 28/04/2024,996.2,Press1
10:27:45 28/04/2024,995.51,Press2
10:27:55 28/04/2024,18.2,Temp1
10:27:55 28/04/2024,18.98,Temp2
10:27:55 28/04/2024,90.03,Humid1
10:27:55 28/04/2024,44.45,Humid2
10:27:55 28/04/2024,996.18,Press1
10:27:55 28/04/2024,995.51,Press2
10:28:05 28/04/2024,18.2,Temp1
10:28:05 28/04/2024,18.99,Temp2
10:28:05 28/04/2024,90.08,Humid1
10:28:05 28/04/2024,44.28,Humid2
10:28:05 28/04/2024,996.2,Press1
10:28:05 28/04/2024,995.53,Press2
10:28:15 28/04/2024,18.19,Temp1
10:28:15 28/04/2024,18.98,Temp2
10:28:15 28/04/2024,90.09,Humid1
10:28:15 28/04/2024,44.45,Humid2
10:28:15 28/04/2024,996.15,Press1
10:28:15 28/04/2024,995.49,Press2
10:28:25 28/04/2024,18.18,Temp1
10:28:25 28/04/2024,18.99,Temp2
10:28:25 28/04/2024,90.11,Humid1
10:28:25 28/04/2024,44.31,Humid2
10:28:25 28/04/2024,996.12,Press1
10:28:25 28/04/2024,995.46,Press2
10:28:35 28/04/2024,18.19,Temp1
10:28:35 28/04/2024,18.99,Temp2
10:28:35 28/04/2024,90.17,Humid1
10:28:35 28/04/2024,44.4,Humid2
10:28:35 28/04/2024,996.13,Press1
10:28:35 28/04/2024,995.43,Press2
10:28:45 28/04/2024,18.19,Temp1
10:28:45 28/04/2024,19.0,Temp2
10:28:45 28/04/2024,90.17,Humid1
10:28:45 28/04/2024,44.46,Humid2
10:28:45 28/04/2024,996.23,Press1
10:28:45 28/04/2024,995.52,Press2
10:28:55 28/04/2024,18.18,Temp1
10:28:55 28/04/2024,19.01,Temp2
10:28:55 28/04/2024,90.19,Humid1
10:28:55 28/04/2024,44.51,Humid2
10:28:55 28/04/2024,996.16,Press1
10:28:55 28/04/2024,995.55,Press2
10:29:05 28/04/2024,18.18,Temp1
10:29:05 28/04/2024,19.01,Temp2
10:29:05 28/04/2024,90.22,Humid1
10:29:05 28/04/2024,44.16,Humid2
10:29:05 28/04/2024,996.14,Press1
10:29:05 28/04/2024,995.54,Press2
10:29:15 28/04/2024,18.19,Temp1
10:29:15 28/04/2024,19.0,Temp2
10:29:15 28/04/2024,90.25,Humid1
10:29:15 28/04/2024,44.36,Humid2
10:29:15 28/04/2024,996.23,Press1
10:29:15 28/04/2024,995.48,Press2
10:29:25 28/04/2024,18.18,Temp1
10:29:25 28/04/2024,18.98,Temp2
10:29:25 28/04/2024,90.29,Humid1
10:29:25 28/04/2024,44.3,Humid2
10:29:25 28/04/2024,996.27,Press1
10:29:25 28/04/2024,995.43,Press2
10:29:35 28/04/2024,18.19,Temp1
10:29:35 28/04/2024,19.0,Temp2
10:29:35 28/04/2024,90.31,Humid1
10:29:35 28/04/2024,44.49,Humid2
10:29:35 28/04/2024,996.23,Press1
10:29:35 28/04/2024,995.52,Press2
10:29:45 28/04/2024,18.19,Temp1
10:29:45 28/04/2024,19.0,Temp2
10:29:45 28/04/2024,90.34,Humid1
10:29:45 28/04/2024,44.33,Humid2
10:29:45 28/04/2024,996.29,Press1
10:29:45 28/04/2024,995.53,Press2
10:29:55 28/04/2024,18.17,Temp1
10:29:55 28/04/2024,19.0,Temp2
10:29:55 28/04/2024,90.36,Humid1
10:29:55 28/04/2024,44.25,Humid2
10:29:55 28/04/2024,996.1,Press1
10:29:55 28/04/2024,995.5,Press2
10:30:05 28/04/2024,18.17,Temp1
10:30:05 28/04/2024,19.0,Temp2
10:30:05 28/04/2024,90.37,Humid1
10:30:05 28/04/2024,44.58,Humid2
10:30:05 28/04/2024,996.26,Press1
10:30:05 28/04/2024,995.55,Press2
10:30:15 28/04/2024,21.1,Temp1
10:30:15 28/04/2024,19.0,Temp2
10:30:15 28/04/2024,47.59,Humid1
10:30:15 28/04/2024,44.48,Humid2
10:30:15 28/04/2024,1046.9,Press1
10:30:15 28/04/2024,995.5,Press2
10:30:25 28/04/2024,18.18,Temp1
10:30:25 28/04/2024,18.97,Temp2
10:30:25 28/04/2024,90.42,Humid1
10:30:25 28/04/2024,44.37,Humid2
10:30:25 28/04/2024,996.25,Press1
10:30:25 28/04/2024,995.5,Press2
10:30:35 28/04/2024,18.18,Temp1
10:30:35 28/04/2024,18.98,Temp2
10:30:35 28/04/2024,90.44,Humid1
10:30:35 28/04/2024,44.43,Humid2
10:30:35 28/04/2024,996.22,Press1
10:30:35 28/04/2024,995.49,Press2
10:30:45 28/04/2024,18.17,Temp1
10:30:45 28/04/2024,18.98,Temp2
10:30:45 28/04/2024,90.45,Humid1
10:30:45 28/04/2024,44.46,Humid2
10:30:45 28/04/2024,996.26,Press1
10:30:45 28/04/2024,995.44,Press2
10:30:55 28/04/2024,18.18,Temp1
10:30:55 28/04/2024,18.98,Temp2
10:30:55 28/04/2024,90.46,Humid1
10:30:55 28/04/2024,44.42,Humid2
10:30:55 28/04/2024,996.17,Press1
10:30:55 28/04/2024,995.52,Press2
10:31:05 28/04/2024,18.17,Temp1
10:31:05 28/04/2024,19.0,Temp2
10:31:05 28/04/2024,90.48,Humid1
10:31:05 28/04/2024,44.27,Humid2
10:31:05 28/04/2024,996.24,Press1
10:31:05 28/04/2024,995.57,Press2
10:31:15 28/04/2024,18.17,Temp1
10:31:15 28/04/2024,18.98,Temp2
10:31:15 28/04/2024,90.48,Humid1
10:31:15 28/04/2024,44.25,Humid2
10:31:15 28/04/2024,996.23,Press1
10:31:15 28/04/2024,995.49,Press2
10:31:25 28/04/2024,18.17,Temp1
10:31:25 28/04/2024,18.98,Temp2
10:31:25 28/04/2024,90.51,Humid1
10:31:25 28/04/2024,44.72,Humid2
10:31:25 28/04/2024,996.26,Press1
10:31:25 28/04/2024,995.51,Press2
10:31:35 28/04/2024,18.17,Temp1
10:31:35 28/04/2024,18.98,Temp2
10:31:35 28/04/2024,90.51,Humid1
10:31:35 28/04/2024,44.73,Humid2
10:31:35 28/04/2024,996.26,Press1
10:31:35 28/04/2024,995.47,Press2
10:31:45 28/04/2024,18.16,Temp1
10:31:45 28/04/2024,18.99,Temp2
10:31:45 28/04/2024,90.53,Humid1
10:31:45 28/04/2024,44.47,Humid2
10:31:45 28/04/2024,996.24,Press1
10:31:45 28/04/2024,995.5,Press2
10:31:55 28/04/2024,18.15,Temp1
10:31:55 28/04/2024,19.0,Temp2
10:31:55 28/04/2024,90.52,Humid1
10:31:55 28/04/2024,44.63,Humid2
10:31:55 28/04/2024,996.2,Press1
10:31:55 28/04/2024,995.53,Press2
10:32:05 28/04/2024,18.16,Temp1
10:32:05 28/04/2024,19.0,Temp2
10:32:05 28/04/2024,90.55,Humid1
10:32:05 28/04/2024,44.74,Humid2
10:32:05 28/04/2024,996.27,Press1
10:32:05 28/04/2024,995.5,Press2
10:32:15 28/04/2024,18.15,Temp1
10:32:15 28/04/2024,19.0,Temp2
10:32:15 28/04/2024,90.55,Humid1
10:32:15 28/04/2024,44.69,Humid2
10:32:15 28/04/2024,996.23,Press1
10:32:15 28/04/2024,995.5,Press2
10:32:25 28/04/2024,18.16,Temp1
10:32:25 28/04/2024,19.01,Temp2
10:32:25 28/04/2024,90.55,Humid1
10:32:25 28/04/2024,44.57,Humid2
10:32:25 28/04/2024,996.32,Press1
10:32:25 28/04/2024,995.56,Press2
10:32:35 28/04/2024,18.15,Temp1
10:32:35 28/04/2024,19.0,Temp2
10:32:35 28/04/2024,90.56,Humid1
10:32:35 28/04/2024,44.46,Humid2
10:32:35 28/04/2024,996.29,Press1
10:32:35 28/04/2024,995.56,Press2
10:32:45 28/04/2024,18.15,Temp1
10:32:45 28/04/2024,19.0,Temp2
10:32:45 28/04/2024,90.58,Humid1
10:32:45 28/04/2024,44.73,Humid2
10:32:45 28/04/2024,996.22,Press1
10:32:45 28/04/2024,995.49,Press2
10:32:55 28/04/2024,18.14,Temp1
10:32:55 28/04/2024,18.98,Temp2
10:32:55 28/04/2024,90.59,Humid1
10:32:55 28/04/2024,44.25,Humid2
10:32:55 28/04/2024,996.19,Press1
10:32:55 28/04/2024,995.49,Press2
10:33:05 28/04/2024,18.16,Temp1
10:33:05 28/04/2024,18.98,Temp2
10:33:05 28/04/2024,90.59,Humid1
10:33:05 28/04/2024,44.46,Humid2
10:33:05 28/04/2024,996.29,Press1
10:33:05 28/04/2024,995.57,Press2
10:33:15 28/04/2024,18.15,Temp1
10:33:15 28/04/2024,18.99,Temp2
10:33:15 28/04/2024,90.6,Humid1
10:33:15 28/04/2024,44.4,Humid2
10:33:15 28/04/2024,996.29,Press1
10:33:15 28/04/2024,995.5,Press2
10:33:25 28/04/2024,18.14,Temp1
10:33:25 28/04/2024,18.99,Temp2
10:33:25 28/04/2024,90.62,Humid1
10:33:25 28/04/2024,44.78,Humid2
10:33:25 28/04/2024,996.26,Press1
10:33:25 28/04/2024,995.5,Press2
10:33:35 28/04/2024,18.14,Temp1
10:33:35 28/04/2024,19.0,Temp2
10:33:35 28/04/2024,90.61,Humid1
10:33:35 28/04/2024,44.84,Humid2
10:33:35 28/04/2024,996.29,Press1
10:33:35 28/04/2024,995.52,Press2
10:33:45 28/04/2024,18.14,Temp1
10:33:45 28/04/2024,19.0,Temp2
10:33:45 28/04/2024,90.62,Humid1
10:33:45 28/04/2024,44.16,Humid2
10:33:45 28/04/2024,996.35,Press1
10:33:45 28/04/2024,995.58,Press2
10:33:55 28/04/2024,18.14,Temp1
10:33:55 28/04/2024,19.0,Temp2
10:33:55 28/04/2024,90.64,Humid1
10:33:55 28/04/2024,44.33,Humid2
10:33:55 28/04/2024,996.26,Press1
10:33:55 28/04/2024,995.52,Press2
10:34:05 28/04/2024,18.13,Temp1
10:34:05 28/04/2024,18.99,Temp2
10:34:05 28/04/2024,90.65,Humid1
10:34:05 28/04/2024,44.53,Humid2
10:34:05 28/04/2024,996.3,Press1
10:34:05 28/04/2024,995.46,Press2
10:34:15 28/04/2024,18.14,Temp1
10:34:15 28/04/2024,19.0,Temp2
10:34:15 28/04/2024,90.65,Humid1
10:34:15 28/04/2024,44.67,Humid2
10:34:15 28/04/2024,996.34,Press1
10:34:15 28/04/2024,995.58,Press2
10:34:25 28/04/2024,18.13,Temp1
10:34:25 28/04/2024,19.01,Temp2
10:34:25 28/04/2024,90.67,Humid1
10:34:25 28/04/2024,44.58,Humid2
10:34:25 28/04/2024,996.28,Press1
10:34:25 28/04/2024,995.6,Press2
10:34:35 28/04/2024,18.13,Temp1
10:34:35 28/04/2024,19.01,Temp2
10:34:35 28/04/2024,90.69,Humid1
10:34:35 28/04/2024,44.62,Humid2
10:34:35 28/04/2024,996.28,Press1
10:34:35 28/04/2024,995.56,Press2
10:34:45 28/04/2024,18.14,Temp1
10:34:45 28/04/2024,19.0,Temp2
10:34:45 28/04/2024,90.71,Humid1
10:34:45 28/04/2024,44.54,Humid2
10:34:45 28/04/2024,996.27,Press1
10:34:45 28/04/2024,995.63,Press2
10:34:55 28/04/2024,18.15,Temp1
10:34:55 28/04/2024,19.0,Temp2
10:34:55 28/04/2024,90.72,Humid1
10:34:55 28/04/2024,44.69,Humid2
10:34:55 28/04/2024,996.33,Press1
10:34:55 28/04/2024,995.57,Press2
10:35:05 28/04/2024,18.14,Temp1
10:35:05 28/04/2024,19.01,Temp2
10:35:05 28/04/2024,90.72,Humid1
10:35:05 28/04/2024,44.68,Humid2
10:35:05 28/04/2024,996.21,Press1
10:35:05 28/04/2024,995.59,Press2
10:35:15 28/04/2024,18.13,Temp1
10:35:15 28/04/2024,18.98,Temp2
10:35:15 28/04/2024,90.73,Humid1
10:35:15 28/04/2024,44.13,Humid2
10:35:15 28/04/2024,996.25,Press1
10:35:15 28/04/2024,995.55,Press2
10:35:25 28/04/2024,18.15,Temp1
10:35:25 28/04/2024,18.97,Temp2
10:35:25 28/04/2024,90.75,Humid1
10:35:25 28/04/2024,44.5,Humid2
10:35:25 28/04/2024,996.28,Press1
10:35:25 28/04/2024,995.58,Press2
10:35:35 28/04/2024,18.14,Temp1
10:35:35 28/04/2024,18.98,Temp2
10:35:35 28/04/2024,90.75,Humid1
10:35:35 28/04/2024,44.45,Humid2
10:35:35 28/04/2024,996.35,Press1
10:35:35 28/04/2024,995.54,Press2
10:35:45 28/04/2024,18.13,Temp1
10:35:45 28/04/2024,18.97,Temp2
10:35:45 28/04/2024,90.74,Humid1
10:35:45 28/04/2024,44.55,Humid2
10:35:45 28/04/2024,996.28,Press1
10:35:45 28/04/2024,995.56,Press2
10:35:55 28/04/2024,18.14,Temp1
10:35:55 28/04/2024,18.97,Temp2
10:35:55 28/04/2024,90.75,Humid1
10:35:55 28/04/2024,44.52,Humid2
10:35:55 28/04/2024,996.32,Press1
10:35:55 28/04/2024,995.53,Press2
10:36:05 28/04/2024,18.14,Temp1
10:36:05 28/04/2024,18.96,Temp2
10:36:05 28/04/2024,90.76,Humid1
10:36:05 28/04/2024,44.25,Humid2
10:36:05 28/04/2024,996.26,Press1
10:36:05 28/04/2024,995.57,Press2
10:36:15 28/04/2024,18.12,Temp1
10:36:15 28/04/2024,18.96,Temp2
10:36:15 28/04/2024,90.75,Humid1
10:36:15 28/04/2024,44.57,Humid2
10:36:15 28/04/2024,996.29,Press1
10:36:15 28/04/2024,995.65,Press2
10:36:25 28/04/2024,18.13,Temp1
10:36:25 28/04/2024,18.97,Temp2
10:36:25 28/04/2024,90.76,Humid1
10:36:25 28/04/2024,44.93,Humid2
10:36:25 28/04/2024,996.34,Press1
10:36:25 28/04/2024,995.6,Press2
10:36:35 28/04/2024,18.13,Temp1
10:36:35 28/04/2024,18.97,Temp2
10:36:35 28/04/2024,90.76,Humid1
10:36:35 28/04/2024,44.28,Humid2
10:36:35 28/04/2024,996.38,Press1
10:36:35 28/04/2024,995.58,Press2
10:36:45 28/04/2024,18.13,Temp1
10:36:45 28/04/2024,18.98,Temp2
10:36:45 28/04/2024,90.76,Humid1
10:36:45 28/04/2024,44.25,Humid2
10:36:45 28/04/2024,996.35,Press1
10:36:45 28/04/2024,995.62,Press2
10:36:55 28/04/2024,18.13,Temp1
10:36:55 28/04/2024,18.97,Temp2
10:36:55 28/04/2024,90.75,Humid1
10:36:55 28/04/2024,44.6,Humid2
10:36:55 28/04/2024,996.42,Press1
10:36:55 28/04/2024,995.61,Press2
10:37:05 28/04/2024,18.13,Temp1
10:37:05 28/04/2024,18.98,Temp2
10:37:05 28/04/2024,90.73,Humid1
10:37:05 28/04/2024,44.78,Humid2
10:37:05 28/04/2024,996.35,Press1
10:37:05 28/04/2024,995.59,Press2
10:37:15 28/04/2024,18.13,Temp1
10:37:15 28/04/2024,18.99,Temp2
10:37:15 28/04/2024,90.76,Humid1
10:37:15 28/04/2024,44.66,Humid2
10:37:15 28/04/2024,996.34,Press1
10:37:15 28/04/2024,995.61,Press2
10:37:25 28/04/2024,18.13,Temp1
10:37:25 28/04/2024,18.98,Temp2
10:37:25 28/04/2024,90.76,Humid1
10:37:25 28/04/2024,44.74,Humid2
10:37:25 28/04/2024,996.38,Press1
10:37:25 28/04/2024,995.65,Press2
10:37:35 28/04/2024,18.13,Temp1
10:37:35 28/04/2024,18.98,Temp2
10:37:35 28/04/2024,90.77,Humid1
10:37:35 28/04/2024,44.31,Humid2
10:37:35 28/04/2024,996.36,Press1
